惶,"huáng
alarmed; anxious; anxious and worried; astonished; be alarme"
迫,"pò
compel; compelled; distress; distressed; oppress; oppression"
亵,"xiè
arrogant; blaspheme; blasphemed; blasphemous; blasphemous wo"
获,"huò
achieve complete victory; capture; captured; catch; commit s"
摆,"bǎi
arrange; arranged; array; array for battle; array in battle "
绳,"shéng
cord; cords; cut the rope; horse's bridle; linen cord; measu"
亮,"liàng
about to dawn; before dawn; bright; bright iron; brighten; b"
效,"xiào
actual effect; effect; effectiveness; emulate; follow; follo"
腰,"yāo
around the waist; back; belt; bent waist; gird the waist; ki"
床,"chuáng
ascend the bed; bed; bedding; corner of bed; get on the bed;"
掩,"yǎn
buried; close eyes; conceal; cover; cover ears; cover eyes; "
柏,"bǎi
cedar; cedar tree; cedar trees; cedar wood; cypress; cypress"
踏,"tà
muddle by trampling; step; step on; steps; trample; trampled"
践,"jiàn
desecrate; fulfill; fulfill covenant; fulfill the covenant; "
准,"zhǔn
accurate; allow; allow me; allow you; approve; approved; cer"
凭,"píng
according to; allow; allowed; as you please; based on; basel"
欣,"xīn
Ben-hinnom Valley; Bene-Hinnom Valley; Hemdan; Hinnom Valley"
寡,"guǎ
few; live as a widow; live in widowhood; many or few; oppres"
尤,"yóu
especially; even more; even more beautiful; even more eagerl"
架,"jià
carrying frame; cross; frame; gallows; the cross; use crutch"
楼,"lóu
Hananel Tower; Lebanon tower; Meah Tower; Tower of Hananel; "
星,"xīng
Orion; Pleiades; all the stars; among the stars; astrologer;"
匠,"jiàng
Valley of Craftsmen; artisan; blacksmith; blacksmiths; build"
酵,"jiào
Feast of Unleavened Bread; burn leavened bread; fermented; l"
负,"fù
bear; bear a heavy yoke; bear a yoke; bear guilt; bear hards"
张,"zhāng
arrogant; banner; banner-bearing; boast; claim authority ove"
脸,"liǎn
Simeon; Trogyllium; Zemaraim; countenance; face; faces; head"
付,"fù
commit; deliver; deliver to; delivered; delivered to; entrus"
商,"shāng
Sheba merchants; consult; consulted; discuss; discussed; mer"
毫,"háo
a tiny bit; accept not a bit; at all; completely without; ha"
坦,"tǎn
Etam rock; Gatam; Hagathan; Hotham; Jotham; Kartan; Leviatha"
悲,"bēi
bitterly; compassion; great grief; grief; grieve; grieved; k"
参,"cān
Orion; Samson; Sanballat; accuse; comprehend; participate; t"
莱,"lái
Adoraim; Araiah; Barzillai; Delaiah; Deliah; Galai; Gilalai;"
易,"yì
Ibsam; Iddo; Iddo (name); Iddo's group; change; easier; easi"
骑,"qí
cavalry; horse riding; horseman; horsemen; military cavalry;"
