泉,"quán
Dragon Spring; En-rogel; Fountain Gate; Harod Spring; Spring"
率,"lǜ
command; lead; leads; led"
突,"tū
Abihud; Ahitub; Anathoth; Anathoth people; Anathothite; Anat"
室,"shì
and lay with her; cohabit; concubine; each household; house;"
项,"xiàng
dog's neck; hanging on neck; neck; necklace; necklaces; neck"
具,"jù
battle gear; chains; complete; equipment; furniture; househo"
决,"jué
absolutely; absolutely not; breastplate of judgment; certain"
据,"jù
according to; according to this view; devoured and occupied;"
躲,"duǒ
able to escape it; avoid; can shelter from wind; dodge; esca"
瓦,"wǎ
Ahava; Ahava River; Alvah; Avva; Avvite people; Avvites; Bav"
裂,"liè
break; break apart; broken; burst; collapse; crack; cracked;"
戒,"jiè
abstain; abstain from; admonish; be cautious; commandment; e"
哉,"zāi
Alas; alas; great; great is; holy; woe; wonderful"
鱼,"yú
Fish Gate; all the fish; ask for fish; big fish; catch fish;"
灰,"huī
ash dumping; ash-covered; ashes; ashes and dust; ashes from "
烦,"fán
annoy; annoyed; annoyed to; be distressed; burdened; disgust"
吞,"tūn
adverbial particle to swallow; devour; devoured; devoured an"
钉,"dīng
crucified; crucified together; crucify; fasten; golden nails"
附,"fù
Dan (tribe); agree; attach; attach to; attached; attached to"
帕,"pà
Agrippa; Antipas; Antipatris; Aspata; Beeroth; Bepelet; Bopa"
饭,"fàn
after meal; beg for food; begging; breakfast; cook food; din"
刑,"xíng
be punished; chains; eternal punishment; execute judgment; e"
刺,"cì
embroidery; embroidery method; embroidery technique; goad; h"
学,"xué
biased learning; doctrine; elementary principles; elementary"
昏,"hūn
blind; confused; confused in heart; confusion; dark; dark an"
夏,"xià
Baal-hazor; En-hazor; Eve; Hagar; Hagrites; Harosheth; Hazor"
步,"bù
a few steps; condition; extent; foot soldiers; footsteps; ga"
饱,"bǎo
ate our fill; ate their fill; be filled; be full; be satisfi"
聪,"cōng
clever; intelligence; intelligent; intelligent people; intel"
渐,"jiàn
day by day; gradually; gradually advance; gradually grow; gr"
鲁,"lǔ
Ahasuerus; Aristobulus; Aroer; Arumah; Barhumite people; Cyp"
肥,"féi
coarse and fat; enrich oneself; fat; fat and beautiful; fat "
游,"yóu
associate; colonnade; corridor; dragon; fly about; flying ab"
诡,"guǐ
crooked and perverse; cunning schemes; deceit; deceitful; de"
唱,"chàng
good at singing; sing; sing hymns; sing in harmony; sing in "
奠,"diàn
drink offering; establish; libation; offer; offer sacrifice;"
侍,"shì
attendant; attendant officials; bodyguard captain; captain o"
虔,"qián
devotion; devout; devout people; devout person; devoutness; "
冈,"gāng
Adummim Ridge; Gareb (a place); Mount Moreh; all hills; fran"
遂,"suì
Ishvi; fulfill; immediately; prosperous; resulting in; succe"
毛,"máo
black hair; body hair; camel hair; eyebrows; feather; feathe"
执,"zhí
authorities; deacon; deacons; governing; grasp; held; held i"
舌,"shé
barbarian tongue; double-tongued; evil of the tongue; gossip"
疫,"yì
burning plague; pestilence; plague; sent plague"
膀,"bǎng
long pinions; pinions long; shoulders; wing; wings"
包,"bāo
a bag of; bear with; conceal; contain; contain seeds; contai"
蛇,"shé
ancient serpent; bitten by a serpent; bronze serpent; dragon"
退,"tuì
attack and retreat; backward; depart; departed; draw back; d"
侧,"cè
Zer; concubine; incline ear; incline the ear; incline your e"
冤,"yuān
avenge; avenged; complain of injustice; cry injustice; cry o"
怨,"yuàn
complain; complain against; complain and slander; complained"
埋,"mái
ambush; buried; bury; burying"
勉,"miǎn
admonish; be diligent; compel; diligent; diligently; encoura"
