倚,"yǐ
I rely on; biased; depend on; not rely on; reliance; relied "
背,"bèi
abandon; abandoned; apostasy; back; backrest; bear; behind; "
割,"gē
Akor Valley; Hoglah; Pekod people; Segub; Succoth; Succoth-b"
遭,"zāo
encounter; encountered; escape from; experience; experience "
节,"jié
Feast of Tabernacles; Feast of Unleavened Bread; Feast of We"
盛,"shèng
abundance; abundant; abundantly rich; bear gifts; became str"
追,"zhuī
catch up; caught up; caught up with; chase; chase and kill; "
祈,"qí
ask; beg; beseech; pray; pray for; pray to; prayed; prayed t"
识,"shí
acknowledge; acquainted; did not recognize; do not know; hav"
穷,"qióng
afflicted people; bread of affliction; comprehend fully; des"
脚,"jiǎo
at the feet; barefoot; before the feet; behind the feet; bot"
风,"fēng
after the wind; before the wind; bellows; blow away by wind;"
止,"zhǐ
abstain; behavior; cannot stop; cease; ceased; ceaseless; do"
虚,"xū
deceit; desolate; emptiness; empty; empty air; empty and flo"
界,"jiè
all worlds; as boundary; border; border of Egypt; border's; "
园,"yuán
Garden of Eden; Uzza's garden; establish gardens; field and "
素,"sù
Helkath Hazzurim; always; always been; always is; and those "
君,"jūn
Eltekon; King; Queen of Sheba; all rulers; anointed king; an"
扬,"yáng
become famous; commend; declare; extol; glide; glorify; prai"
训,"xùn
Gihon; Gihon spring; admonish; bestowed teachings; disciplin"
兽,"shòu
all beasts; all the beasts; animal; animal life; beast; beas"
量,"liàng
ability; amount of food; appetite; be measured; capability; "
该,"gāi
Abigail; Achaeans; Achaia; Achaia people; Achaicus; Bilgai; "
举,"jǔ
act; actions; behavior; carry out; chose; elect; every actio"
墙,"qiáng
against the wall; back wall; brick wall; broad wall; bronze "
改,"gǎi
Mordecai; Sagai; alter; another day; change; change and; cha"
黑,"hēi
Aharhel; Ahei; Aher; Ahi; Ahlab; Asahel; Asahel (name); Baal"
种,"zhǒng
a kind of; all kinds; cultivate; cultivate land; cultivate t"
产,"chǎn
about to give birth; abundant produce; approach childbirth; "
乌,"wū
Abiud; Appius; Darius; Jehuel; Jeush; King Darius; King Uzzi"
连,"lián
Bileam; Chilion; Dilian; Eliam; Ephraim; Havilah; Hilen; Ker"
合,"hé
Ahoh; Ahohite; Beth-rehob; Hophra; Lehabim; Lihah; Matred; M"
谷,"gǔ
Akku; Akkub; Akor Valley; Ba Gu; Ben-hinnom Valley; Bene-Hin"
胜,"shèng
achieve complete victory; be competent; be victorious; bette"
淫,"yín
adulterers; adulteress; adulterous; adulterous woman; adulte"
般,"bān
alike; all kinds of; as; as if; in many ways; in the same wa"
引,"yǐn
be led; cite; conduit; deceive; deceiver; draw; entice; enti"
羔,"gāo
Lamb; blood of lambs; each lamb; ewe lambs; female lamb; fem"
