壮,"zhuàng
able-bodied men; be courageous; bold; courageous; fat and st"
诅,"zǔ
be cursed; causing curse; curse; cursed; curses; cursing; de"
仗,"zhàng
battle; defeat in battle; depend on; engage in battle; fight"
敢,"gǎn
boldness; brave; dare; dare not; dare presumptuously; dare t"
顶,"dǐng
Mount Gerizim; back of the head; bronze capital; capital of "
把,"bǎ
Sosipater; a; a handful; a sword; evidence; full handful; gr"
愁,"chóu
anxious and worried; be distressed; be sorrowful; distress; "
急,"jí
anguish; anxious; as swift as; burned with zeal; danger; dis"
官,"guān
authorities; chief eunuch; chief of the eunuchs; chief offic"
幔,"màn
Ahiman; Ahiman clan; Hemam; Heman; Hemanite; Mamre; Naaman; "
期,"qī
a festival; appointed time; appointed times; celebrate a fes"
柄,"bǐng
Gebim; authority; byword; come off the handle; evidence; gre"
狂,"kuáng
arrogance; arrogant; arrogant people; arrogant words; be arr"
贫,"pín
aid the poor; extremely poor; needy; needy people; poor; poo"
珊,"shān
Ashan; Ashan (place name); Bashan; Bashan king; Bashan mount"
灯,"dēng
bright lamp; bring lamps; for lighting the lamp; golden lamp"
麻,"má
fine linen; fine linen garment; fine linen garments; fine li"
失,"shī
Kish; blind; blindness; break faith; depart; despair; destro"
典,"diǎn
Athenians; Athens; abundant in grace; bestow grace; ceremoni"
久,"jiǔ
a long time; after a long time; both evil and long-lasting; "
议,"yì
confer; consult; consulted; council; counsel; counselor; cou"
墓,"mù
burial place; enter the tomb; grave; graves; in the grave; i"
