报,"bào
a messenger; announce; avenge; avenged; avenger; bad news; b"
干,"gàn
Achan; Achan committed a sin; Adonikam; Ahikam; Akan; Arikam"
营,"yíng
Dan's camp; Israelite camp; army camp; barracks; camp; camp "
牲,"shēng
animal; animal for sacrifice; animal sacrifice; animals; blo"
弗,"fú
Afar; Ahithophel; Aphek; Asmaveth; Beth Aphrah; Eleph; Epaph"
木,"mù
Amu; Asherah idols; Yamu class; Zophim field; acacia wood; b"
土,"tǔ
Asynkritus; Baal-Berith; Baal-berith; Bethuel; Bethul; Drusi"
逃,"táo
cities of refuge; city of refuge; defeated and flee; escape;"
更,"gèng
again; alter; alternately; better; bigger; change; changed; "
六,"liù
157,600; 162 years old; 468; 601 years old; 675,000; a total"
兵,"bīng
all the soldiers; ambush; ambush troops; armed forces; armor"
户,"hù
Abihu; Ahumai; Ahuzzam; Ahuzzath; Ashur; Bahurim; Bene-Hur; "
月,"yuè
April; August; Ethanim month; February; July; March; May; ac"
喝,"hē
does not drink; drank; drink; drink alcohol; drink deeply; d"
护,"hù
Hobas (proper noun); Huyawan (proper noun); Lord protects; N"
夜,"yè
a day and a night; a day and night; all night; at night; by "
哀,"āi
Aenon; Alas; Book of Lamentations; Lamentations; alas; beg; "
小,"xiǎo
James the Less; a small city; a small horn; a small piece; b"
位,"wèi
a; all; all (honorific); all of you; ascend the throne; esta"
净,"jìng
be clean; clean; clean and pure; clean grain; clean out; cle"
灾,"zāi
a great disaster; bring disaster; bring disaster and punishm"
收,"shōu
accept; accepted; adopt; arrest; autumn harvest; bury; colle"
祸,"huò
afflict; are doomed; blessings and curses; bring disaster; c"
请,"qǐng
ask; ask for guidance; ask for permission; asked; bring; bri"
证,"zhèng
as evidence; bear false witness; bear witness; clear evidenc"
每,"měi
Myra; Mysia; Shelomi; Shema; Shemei; Shimeah; Shimei; Shimei"
谕,"yù
announce; command; commanded; commandment; declare; declared"
重,"zhòng
again; anew; armor weight; baggage; be born again; bear a he"
房,"fáng
barn; bedroom; bridal chamber; building; buildings; built a "
恐,"kǒng
afraid; afraid that; anxious and worried; be afraid; be terr"
悯,"mǐn
Benjamin; Benjamin's; Benjaminite; Benjaminites; Benjamite; "
足,"zú
a place to stand; abundant; abundantly; affluent; ankle bell"
荒,"huāng
abandon; barren mountain; barren mountains; chaos; chaotic; "
群,"qún
a gang of robbers; a great multitude; a group; a group of; a"
选,"xuǎn
called; choose; choose and appoint; choose and call; choose "
旁,"páng
Pamphylia; beside; beside it; beside the door; beside the ga"
甲,"jiǎ
Agag; Agagite; Akkad; Bakbukiah; Bendekar; Beth-car; Bicar; "
患,"huàn
adversity; affected area; afflicted; afflicted with; afflict"
集,"jí
I will go and gather; all gathered; assemble; collected; fly"
谢,"xiè
Abiezer; Abiezer (name); Abiezrite; Abiezrite clan; Abiezrit"
复,"fù
again; again there will be; avenge; avenger; awaken; awaken "
哥,"gē
1 Corinthians; 2 Corinthians; Chorazin; Coniah; Corinth; Cor"
掳,"lǔ
be captured; be taken captive; captive; captives; captivity;"
达,"dá
Abinadab; Adadah; Adar; Addar; Ahinadab; Aminadab; Amminadab"
容,"róng
accept; accommodate; allow; allow them; allow to stay; angry"
座,"zuò
a; a (measure word for buildings); an; base; base of the lav"
罕,"hǎn
Abraham; Bilhan; Bohan; Chimham; Han (name); Jeroham; Jinhan"
真,"zhēn
clearly; correct; faithfulness; genuine; most genuine; prese"
