吧,"ba
be calm; be still; express suggestion; go; go back; let's go"
计,"jì
audit; by all means; calculate; calculation; clever plan; co"
买,"mǎi
Ahumai; Bartholomew; Bartimaeus; Idumea; Ishmaiah; Jahmai; J"
跑,"pǎo
act recklessly; can run; dashing; escape; escaped; fled; fle"
宣,"xuān
call; called; declare; preach; preacher; proclaim; proclaim "
固,"gù
build strong cities; certainly; consolidated; establish; eve"
益,"yì
Bian Haiyi (name); Doeg; Iddo; Igal; Ishiah; Ishijah; Ishnan"
铜,"tóng
bronze; bronze altar; bronze and iron; bronze armor; bronze "
掌,"zhǎng
a handbreadth; a palm's breadth; a palm's width; applaud; au"
召,"zhào
all called; call; call people; called; calling; calling by g"
吹,"chuī
and walks and blows the horn; blew; blew a horn; blew away; "
嫩,"nèn
Aenon; Amnon; Arnon; Arnon River; Arnon River side; Ben-hinn"
云,"yún
Ijon; Maon; Maonites; Milky Way; Mount Siyun; black clouds; "
默,"mò
Hemdan; Memamin; Numbers 31:16; Revelation 2:14; Jude 1:11; "
诫,"jiè
Ten Commandments; admonish; all commandments; commandment; c"
憎,"zēng
abhor; abominable; abominable and detestable; abominable thi"
劝,"quàn
admonish; admonish and rebuke; admonish and reprove; admonis"
抹,"mǒ
Ahisamach; Basemath; Chemarite people; Chemosh; Hammoth-dor;"
俯,"fǔ
bow down; bow head; bow the head; bow their heads; bowed; bo"
邪,"xié
Mount of Corruption; adultery; commit wickedness; crooked; c"
兴,"xīng
arise; arisen; arose; arouse; flourish; greatly prosper; lif"
余,"yú
abundance; abundant; extra; for the rest of Manasseh's; have"
