换,"huàn
change; change clothes; changed; exchange; exchange for; exc"
拙,"zhuō
clumsiness; folly; foolish; foolish people; foolish person; "
帅,"shuài
Amasai; Asaiah; Ashaiah; Shenshuai; Shenshuai (name); Shimsh"
艰,"jiān
difficult; difficulties; difficulty; distressed; great tribu"
茂,"mào
abundant; deep-rooted and lush; deep-rooted and luxuriant; d"
烟,"yān
cloud and smoke; emit smoke; floating smoke; furnace smoke; "
衰,"shuāi
aged; decay; decline; decline and perish; decline and weaken"
袋,"dài
bag; in the pocket; leather bag; leather wine flask; money b"
柴,"chái
add firewood; chop wood; chopped wood; chopping firewood; cu"
齐,"qí
all together; arise together; assemble; come together; compl"
织,"zhī
linen woven; organize; spin; weave; weave cloth; weave into;"
宅,"zhái
dwelling; dwellings; grave; home; homeland; house; house gat"
喻,"yù
parable; parables"
迁,"qiān
change; exile; exiled; migrate; migrate to; move; move away;"
阻,"zǔ
be hindered; block; hardships and dangers; hinder; hindered;"
宠,"chǒng
beloved; cherish; dote on; favor; favor and employ; favored "
佳,"jiā
Fair Havens; beautiful; beautiful color; beloved; best; bett"
垣,"yuán
city walls; wall; walls"
私,"sī
commit adultery; desires; follow selfish desires; illegitima"
雕,"diāo
carve; carved; carving; carvings; eagle; engrave; vulture; w"
喧,"xuān
clamor; great uproar; make noise; making noise; noise; noisy"
阄,"jiū
a portion of land as a possession; by lot; cast lots; draw l"
炼,"liàn
fiery trial; fire-tested; refine; refine gold; refine silver"
税,"shuì
chief tax collector; collect taxes; customs duties; exempt f"
黄,"huáng
box tree; boxwood; boxwood tree; chrysolite; cucumber; dusk;"
宏,"hóng
Fangbolihong; Fangbolihong (name); Li Hong; Lihong; Lihong ("
窗,"chuāng
inside the window; narrow window; narrow windows; window; wi"
盟,"méng
alliance; allied; ally; covenant; establish a covenant; form"
腹,"fù
abdominal distension; appetite; belly; crawl; crawling; empt"
博,"bó
Abonah; Abronah; Achbor; Bemecab; Beth-marcaboth; Deborah; H"
玷,"diàn
defile; defiled; disgrace; dishonor; stain; undefiled; witho"
狱,"yù
Prison Gate; hell; imprisoned; in prison; in the prison; jai"
