杠,"gāng
bar; bars; end of the bar; insert poles; lever must; pole; p"
冲,"chōng
attack; break through; broke through; burst forth; collapse;"
幽,"yōu
dark; dark valley; darkness; darkness and light; deep; deep "
亭,"tíng
Abel Shittim; Dinhabah; Enaim; Jirelim; Kiriathaim; Shaveh-k"
征,"zhēng
attack; battle; collect; conquer; conquered all the land of "
隅,"yú
Corner Gate; a corner; alley corner; border; borders; corner"
栗,"lì
chestnut tree; tremble"
舞,"wǔ
brandish; dance; dance for joy; dance with joy; dancing; ins"
化,"huà
Creator; barbarian; barbarians; burn up; burned; digest; dis"
债,"zhài
borrow money; creditor; debt; debt of the body; debts; deman"
狗,"gǒu
dead dog; dog; dog's head; dog's neck; dogs; kingfisher; mon"
跃,"yuè
joyful; joyful dancing; leap; leap for joy; leaping; rejoice"
塌,"tā
be leveled; collapse; collapse and shatter; collapsed; destr"
秘,"mì
hidden; hidden things; kept secret; mysterious; mystery; sec"
旺,"wàng
flourish; prosper; prosperous"
弥,"mí
Book of Micah; Mene; Messiah; Mibhar; Micah; Mikneiah; Mishm"
捐,"juān
contribute; contribute money; contribute to; donate; donate "
雀,"què
bird; birds; fowler; peacocks; sparrow; sparrow hawk; sparro"
繁,"fán
abundant; abundantly; complicated; flourish; flourishing; he"
皆,"jiē
all; all are; all because"
午,"wǔ
afternoon; at noon; near noon; noon; taking a nap"
嘉,"jiā
Bemecab; Cappadocia; Cilicia; Laodicea; Laodiceans; Lycia; P"
罢,"bà
Abana; Jibbar; Maher-shalal-hash-baz; after the feast; bath;"
疼,"téng
headache; love; love dearly; loved; loved dearly; pain; pain"
圈,"quān
among the flocks; crescent ornaments; enclose; enclosure; en"
疮,"chuāng
bald sore; baldness or scab; boil; boils; covered with sores"
铺,"pù
Pavement; bedding; chariot covering; laid with; pave; paved "
粪,"fèn
Dung Gate; cow dung; dove's dung; dung; dung and dirt; dung "
叔,"shū
Jashubi Lehem; cousins; father's younger brother; uncle; unc"
激,"jī
arouse; awaken; encourage; eternally grateful; provoke; radi"
昔,"xī
ancient times; bygone years; former days; formerly; in ancie"
贱,"jiàn
base people; despise; despised; disgrace; dishonorable; fool"
亨,"hēng
prosper; prospered; prosperity; prosperous; succeeded; succe"
畅,"chàng
cheerful; comfortable; delight; drink freely; fluently; full"
沦,"lún
Kidron; Kidron Valley; be destroyed; destitute person; destr"
历,"lì
Chronicles; Chronicles, referring to the Biblical book; alwa"
鼻,"bí
assail the nostrils; gold nose ring; in the nose; inside the"
泄,"xiè
Zelah; disclose; leak; leak out; leaked; pour out; reveal; r"
